Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute, by type), A, Current week","Hepatitis (viral, acute, by type), A, Current week, flag ","Hepatitis (viral, acute, by type), A, Previous 52 weeks Med","Hepatitis (viral, acute, by type), A, Previous 52 weeks Med, flag","Hepatitis (viral, acute, by type), A, Previous 52 weeks Max","Hepatitis (viral, acute, by type), A, Previous 52 weeks Max, flag","Hepatitis (viral, acute, by type), A, Cum 2017","Hepatitis (viral, acute, by type), A, Cum 2017, flag","Hepatitis (viral, acute, by type), A, Cum 2016","Hepatitis (viral, acute, by type), A, Cum 2016, flag","Hepatitis (viral, acute, by type), B, Current week","Hepatitis (viral, acute, by type), B, Current week, flag","Hepatitis (viral, acute, by type), B, Previous 52 weeks Med","Hepatitis (viral, acute, by type), B, Previous 52 weeks Med, flag","Hepatitis (viral, acute, by type), B, Previous 52 weeks Max","Hepatitis (viral, acute, by type), B, Previous 52 weeks Max, flag","Hepatitis (viral, acute, by type), B, Cum 2017","Hepatitis (viral, acute, by type), B, Cum 2017, flag","Hepatitis (viral, acute, by type), B, Cum 2016","Hepatitis (viral, acute, by type), B, Cum 2016, flag",Location 1,Location 2
NEW YORK,2017,44,3,,1,,6,,67,,46,,,-,0,,4,,22,,32,,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2017,44,,-,2,,8,,100,,118,,2,,2,,17,,81,,121,,"TEXAS
(31.827233, -99.423022)",
WYOMING,2017,44,,-,0,,3,,6,,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2017,44,1,,1,,5,,51,,28,,,-,0,,2,,20,,12,,"ARIZONA
(34.869712, -111.760902)",
VIRGIN ISL.,2017,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WASHINGTON,2017,44,1,,0,,31,,15,,,-,2,,0,,45,,29,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW ENGLAND,2017,44,,-,1,,4,,59,,89,,1,,2,,6,,93,,77,,,
NEW MEXICO,2017,44,,-,0,,1,,2,,3,,,-,0,,0,,,-,1,,"NEW MEXICO
(34.520396, -106.244402)",
OKLAHOMA,2017,44,1,,0,,3,,8,,9,,,-,0,,15,,11,,14,,"OKLAHOMA
(35.468494, -97.521264)",
HAWAII,2017,44,,-,0,,1,,5,,283,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ILLINOIS,2017,44,,-,1,,5,,53,,54,,,-,0,,2,,20,,33,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2017,44,,-,6,,26,,394,,88,,,-,1,,4,,49,,39,,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2017,44,,-,0,,1,,2,,2,,,-,1,,3,,33,,26,,"MISSISSIPPI
(32.738663, -89.537312)",
AMER. SAMOA,2017,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NEW JERSEY,2017,44,,-,1,,4,,48,,70,,,-,1,,3,,32,,48,,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2017,44,,-,0,,2,,13,,12,,,-,0,,1,,6,,7,,"CONNECTICUT
(41.544654, -72.651713)",
NEVADA,2017,44,,-,0,,2,,10,,12,,,-,0,,3,,15,,18,,"NEVADA
(39.491833, -117.070159)",
MARYLAND,2017,44,,-,0,,4,,23,,34,,,-,1,,3,,28,,25,,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2017,44,,-,0,,2,,26,,11,,,-,0,,2,,10,,18,,"MINNESOTA
(46.357661, -94.793397)",
IOWA,2017,44,,-,0,,2,,7,,12,,,-,0,,2,,12,,9,,"IOWA
(42.46942, -93.815856)",
E.N. CENTRAL,2017,44,,-,9,,29,,507,,192,,1,,10,,27,,479,,454,,,
RHODE ISLAND,2017,44,,-,0,,1,,2,,3,,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
TENNESSEE,2017,44,,-,0,,1,,4,,6,,,-,4,,9,,163,,169,,"TENNESSEE
(35.681402, -85.774444)",
VIRGINIA,2017,44,,-,0,,4,,27,,185,,1,,1,,5,,54,,48,,"VIRGINIA
(37.542699, -78.45822)",
PACIFIC,2017,44,2,,12,,43,,714,,499,,2,,3,,47,,134,,127,,,
MASSACHUSETTS,2017,44,,-,1,,3,,34,,57,,,-,0,,3,,21,,29,,"MASSACHUSETTS
(42.268546, -72.085064)",
DIST. OF COL.,2017,44,,-,0,,3,,1,,1,,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
KANSAS,2017,44,,-,0,,1,,5,,4,,,-,0,,3,,22,,16,,"KANSAS
(38.345528, -98.201847)",
S. ATLANTIC,2017,44,2,,8,,16,,340,,427,,3,,24,,33,,957,,1027,,,
SOUTH DAKOTA,2017,44,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WEST VIRGINIA,2017,44,,-,0,,2,,6,,13,,1,,4,,13,,167,,238,,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2017,44,,-,0,,1,,2,,19,,,-,0,,1,,1,,13,,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2017,44,,-,0,,1,,3,,1,,,-,0,,2,,9,,2,,"DELAWARE
(39.008676, -75.574561)",
IDAHO,2017,44,,-,0,,2,,5,,7,,1,,0,,2,,8,,6,,"IDAHO
(43.680635, -114.364237)",
ALASKA,2017,44,,-,0,,1,,,-,1,,,-,0,,2,,6,,6,,"ALASKA
(64.836661, -147.738891)",
UNITED STATES,2017,44,23,,45,,94,,2288,,1746,,11,,60,,146,,2550,,2634,,,
GUAM,2017,44,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MONTANA,2017,44,,-,0,,1,,3,,3,,,-,0,,1,,3,,1,,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2017,44,,-,0,,0,,,-,2,,,-,0,,0,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
WISCONSIN,2017,44,,-,0,,2,,12,,7,,,-,0,,3,,19,,8,,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK CITY,2017,45,2,,2,,7,,105,,43,,1,,1,,4,,41,,55,,,
NEW MEXICO,2017,45,,-,0,,1,,2,,4,,,-,0,,0,,,-,1,,"NEW MEXICO
(34.520396, -106.244402)",
DIST. OF COL.,2017,45,,-,0,,3,,1,,1,,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
DELAWARE,2017,45,,-,0,,1,,3,,1,,,-,0,,2,,9,,2,,"DELAWARE
(39.008676, -75.574561)",
GEORGIA,2017,45,,-,1,,5,,45,,35,,2,,2,,7,,100,,87,,"GEORGIA
(32.836038, -83.631709)",
HAWAII,2017,45,1,,0,,1,,6,,283,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
PACIFIC,2017,45,2,,12,,43,,717,,499,,2,,3,,47,,136,,128,,,
RHODE ISLAND,2017,45,,-,0,,1,,2,,3,,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
NEBRASKA,2017,45,,-,0,,1,,1,,20,,,-,0,,2,,4,,6,,"NEBRASKA
(41.640503, -99.367122)",
MASSACHUSETTS,2017,45,,-,1,,3,,37,,58,,,-,0,,3,,29,,29,,"MASSACHUSETTS
(42.268546, -72.085064)",
UTAH,2017,45,5,,1,,8,,85,,10,,,-,0,,2,,10,,4,,"UTAH
(39.359772, -111.584173)",
NEW ENGLAND,2017,45,,-,2,,4,,62,,91,,,-,2,,7,,101,,78,,,
MINNESOTA,2017,45,,-,0,,2,,26,,11,,,-,0,,2,,9,,18,,"MINNESOTA
(46.357661, -94.793397)",
CALIFORNIA,2017,45,,-,11,,38,,669,,201,,,-,1,,8,,87,,107,,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2017,45,1,,1,,6,,68,,47,,,-,0,,4,,22,,32,,"NEW YORK
(42.826892, -75.544286)",
MID. ATLANTIC,2017,45,3,,5,,13,,274,,216,,1,,4,,11,,150,,174,,,
OKLAHOMA,2017,45,,-,0,,3,,8,,9,,,-,0,,15,,11,,14,,"OKLAHOMA
(35.468494, -97.521264)",
NORTH CAROLINA,2017,45,,-,0,,2,,22,,49,,1,,3,,10,,119,,143,,"NORTH CAROLINA
(35.47995, -79.180571)",
C.N.M.I.,2017,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
TENNESSEE,2017,45,,-,0,,1,,4,,7,,,-,4,,9,,168,,171,,"TENNESSEE
(35.681402, -85.774444)",
NEW JERSEY,2017,45,,-,1,,4,,48,,70,,,-,1,,3,,32,,49,,"NEW JERSEY
(40.104655, -74.386686)",
PUERTO RICO,2017,45,,-,0,,1,,2,,19,,,-,0,,1,,1,,13,,"PUERTO RICO
(18.215692, -66.414655)",
AMER. SAMOA,2017,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MISSISSIPPI,2017,45,,-,0,,1,,2,,2,,,-,1,,3,,33,,27,,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2017,45,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2017,45,,-,0,,2,,12,,7,,,-,0,,3,,19,,8,,"WISCONSIN
(44.395526, -89.834513)",
MARYLAND,2017,45,,-,0,,4,,24,,34,,,-,1,,3,,31,,25,,"MARYLAND
(39.290443, -76.612333)",
WYOMING,2017,45,,-,0,,3,,6,,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
NEW HAMPSHIRE,2017,45,,-,0,,1,,4,,6,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
E.S. CENTRAL,2017,45,3,,1,,5,,46,,34,,,-,10,,19,,446,,420,,,
IDAHO,2017,45,,-,0,,2,,5,,7,,,-,0,,2,,8,,6,,"IDAHO
(43.680635, -114.364237)",
ALABAMA,2017,45,,-,0,,3,,19,,18,,,-,1,,5,,68,,53,,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2017,45,,-,0,,1,,5,,4,,,-,0,,3,,22,,17,,"KANSAS
(38.345528, -98.201847)",
KENTUCKY,2017,45,3,,0,,3,,21,,7,,,-,4,,12,,177,,169,,"KENTUCKY
(37.64591, -84.774043)",
NORTH DAKOTA,2017,45,1,,0,,0,,1,,2,,,-,0,,0,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
ILLINOIS,2017,45,,-,1,,5,,53,,59,,,-,0,,2,,20,,33,,"ILLINOIS
(40.477092, -88.993221)",
WASHINGTON,2017,45,1,,0,,31,,16,,,-,2,,0,,45,,30,,,-,"WASHINGTON
(47.517368, -120.467672)",
S. ATLANTIC,2017,45,2,,8,,16,,345,,430,,4,,23,,33,,973,,1046,,,
VIRGIN ISL.,2017,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEVADA,2017,45,,-,0,,2,,10,,12,,,-,0,,3,,15,,20,,"NEVADA
(39.491833, -117.070159)",
TEXAS,2017,45,,-,2,,8,,103,,121,,,-,2,,17,,82,,124,,"TEXAS
(31.827233, -99.423022)",
CONNECTICUT,2017,45,,-,0,,2,,13,,13,,,-,0,,1,,6,,7,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2017,45,2,,0,,4,,30,,185,,1,,1,,5,,55,,49,,"VIRGINIA
(37.542699, -78.45822)",
W.S. CENTRAL,2017,45,,-,3,,9,,122,,154,,,-,4,,36,,169,,218,,,
VERMONT,2017,45,,-,0,,1,,2,,5,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
ARKANSAS,2017,45,,-,0,,1,,7,,12,,,-,1,,3,,36,,42,,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2017,45,,-,1,,7,,44,,19,,,-,0,,2,,14,,21,,"COLORADO
(38.841772, -106.132562)",
MONTANA,2017,45,,-,0,,1,,3,,3,,,-,0,,1,,3,,1,,"MONTANA
(47.062617, -109.430168)",
MOUNTAIN,2017,45,6,,3,,11,,207,,84,,1,,2,,4,,72,,65,,,
INDIANA,2017,45,,-,0,,2,,14,,17,,,-,4,,10,,174,,131,,"INDIANA
(39.76845, -86.156212)",
SOUTH CAROLINA,2017,45,,-,0,,4,,11,,17,,,-,0,,4,,7,,25,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST VIRGINIA,2017,45,,-,0,,2,,6,,13,,,-,4,,13,,167,,241,,"WEST VIRGINIA
(38.668501, -80.709421)",
ARIZONA,2017,45,1,,1,,5,,52,,29,,1,,0,,2,,22,,12,,"ARIZONA
(34.869712, -111.760902)",
PENNSYLVANIA,2017,45,,-,1,,5,,53,,56,,,-,1,,4,,55,,38,,"PENNSYLVANIA
(40.789676, -77.858055)",
MICHIGAN,2017,45,,-,6,,26,,385,,92,,,-,1,,4,,48,,41,,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2017,45,,-,0,,2,,7,,12,,,-,0,,2,,12,,9,,"IOWA
(42.46942, -93.815856)",
OHIO,2017,45,1,,0,,7,,35,,27,,2,,4,,18,,230,,248,,"OHIO
(40.056807, -82.405897)",
MISSOURI,2017,45,,-,0,,1,,8,,14,,,-,1,,2,,27,,34,,"MISSOURI
(38.636168, -92.566292)",
LOUISIANA,2017,45,,-,0,,1,,4,,12,,,-,0,,6,,40,,38,,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2017,45,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OREGON,2017,45,,-,0,,4,,26,,14,,,-,0,,3,,13,,15,,"OREGON
(44.567912, -120.156945)",
W.N. CENTRAL,2017,45,1,,1,,3,,49,,64,,,-,2,,5,,75,,88,,,
ALASKA,2017,45,,-,0,,1,,,-,1,,,-,0,,2,,6,,6,,"ALASKA
(64.836661, -147.738891)",
UNITED STATES,2017,45,18,,46,,94,,2321,,1774,,10,,60,,146,,2613,,2678,,,
MAINE,2017,45,,-,0,,1,,4,,6,,,-,1,,4,,65,,40,,"MAINE
(45.252223, -68.986647)",
FLORIDA,2017,45,,-,4,,11,,203,,95,,,-,12,,19,,485,,474,,"FLORIDA
(28.915325, -81.922409)",
E.N. CENTRAL,2017,45,1,,9,,29,,499,,202,,2,,10,,27,,491,,461,,,
WYOMING,2017,46,,-,0,,3,,6,,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
KANSAS,2017,46,,-,0,,1,,6,,4,,,-,0,,3,,22,,18,,"KANSAS
(38.345528, -98.201847)",
GUAM,2017,46,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TEXAS,2017,46,,-,2,,8,,103,,124,,,-,2,,17,,83,,128,,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2017,46,,-,0,,1,,7,,12,,1,,1,,3,,38,,44,,"ARKANSAS
(34.748745, -92.275105)",
C.N.M.I.,2017,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
LOUISIANA,2017,46,,-,0,,1,,4,,12,,,-,0,,6,,40,,38,,"LOUISIANA
(31.2931, -92.463284)",
NEW YORK,2017,46,4,,1,,6,,72,,47,,,-,0,,4,,22,,33,,"NEW YORK
(42.826892, -75.544286)",
MASSACHUSETTS,2017,46,,-,1,,3,,37,,59,,,-,0,,3,,29,,29,,"MASSACHUSETTS
(42.268546, -72.085064)",
VERMONT,2017,46,,-,0,,1,,2,,5,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
INDIANA,2017,46,,-,0,,2,,14,,17,,,-,4,,10,,174,,134,,"INDIANA
(39.76845, -86.156212)",
NORTH DAKOTA,2017,46,,-,0,,1,,1,,2,,,-,0,,0,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2017,46,3,,0,,7,,38,,27,,2,,4,,18,,235,,262,,"OHIO
(40.056807, -82.405897)",
NEW JERSEY,2017,46,,-,1,,4,,53,,71,,,-,1,,4,,33,,51,,"NEW JERSEY
(40.104655, -74.386686)",
MICHIGAN,2017,46,3,,7,,28,,451,,96,,,-,1,,4,,50,,42,,"MICHIGAN
(44.66399, -84.711206)",
NEW HAMPSHIRE,2017,46,,-,0,,1,,4,,6,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
S. ATLANTIC,2017,46,1,,8,,16,,357,,432,,,-,24,,33,,1002,,1063,,,
CONNECTICUT,2017,46,,-,0,,2,,14,,13,,,-,0,,1,,7,,7,,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2017,46,,-,0,,4,,25,,34,,,-,1,,3,,32,,25,,"MARYLAND
(39.290443, -76.612333)",
UTAH,2017,46,2,,1,,10,,88,,10,,,-,0,,2,,11,,4,,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2017,46,1,,0,,3,,9,,9,,,-,0,,15,,11,,14,,"OKLAHOMA
(35.468494, -97.521264)",
NORTH CAROLINA,2017,46,,-,0,,2,,22,,49,,,-,3,,10,,119,,144,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEBRASKA,2017,46,,-,0,,1,,1,,21,,,-,0,,2,,4,,6,,"NEBRASKA
(41.640503, -99.367122)",
SOUTH DAKOTA,2017,46,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
TENNESSEE,2017,46,,-,0,,1,,4,,7,,,-,4,,9,,170,,178,,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2017,46,,-,0,,2,,10,,12,,,-,0,,3,,15,,20,,"NEVADA
(39.491833, -117.070159)",
MISSOURI,2017,46,1,,0,,2,,10,,15,,1,,1,,2,,28,,35,,"MISSOURI
(38.636168, -92.566292)",
AMER. SAMOA,2017,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PUERTO RICO,2017,46,,-,0,,1,,2,,19,,,-,0,,1,,1,,13,,"PUERTO RICO
(18.215692, -66.414655)",
DIST. OF COL.,2017,46,,-,0,,3,,1,,1,,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
E.N. CENTRAL,2017,46,6,,9,,31,,568,,207,,2,,10,,27,,498,,479,,,
PENNSYLVANIA,2017,46,,-,1,,5,,54,,57,,,-,1,,4,,56,,40,,"PENNSYLVANIA
(40.789676, -77.858055)",
W.S. CENTRAL,2017,46,1,,3,,9,,123,,157,,1,,4,,36,,172,,224,,,
ALABAMA,2017,46,,-,0,,3,,19,,18,,,-,1,,5,,68,,53,,"ALABAMA
(32.839182, -86.631125)",
NEW ENGLAND,2017,46,,-,2,,4,,63,,93,,,-,2,,7,,102,,80,,,
IDAHO,2017,46,,-,0,,2,,5,,7,,,-,0,,2,,8,,6,,"IDAHO
(43.680635, -114.364237)",
ARIZONA,2017,46,,-,1,,5,,52,,30,,,-,0,,2,,23,,12,,"ARIZONA
(34.869712, -111.760902)",
MAINE,2017,46,,-,0,,1,,4,,7,,,-,1,,4,,65,,42,,"MAINE
(45.252223, -68.986647)",
VIRGINIA,2017,46,,-,0,,4,,30,,185,,,-,1,,5,,55,,50,,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2017,46,22,,50,,95,,2503,,1795,,10,,60,,146,,2689,,2744,,,
E.S. CENTRAL,2017,46,,-,1,,5,,47,,34,,1,,11,,19,,462,,432,,,
MISSISSIPPI,2017,46,,-,0,,1,,2,,2,,,-,1,,3,,34,,28,,"MISSISSIPPI
(32.738663, -89.537312)",
MID. ATLANTIC,2017,46,8,,5,,13,,288,,218,,2,,4,,11,,154,,180,,,
VIRGIN ISL.,2017,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
SOUTH CAROLINA,2017,46,,-,0,,4,,11,,18,,,-,0,,4,,7,,25,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST VIRGINIA,2017,46,,-,0,,2,,6,,13,,,-,4,,13,,168,,244,,"WEST VIRGINIA
(38.668501, -80.709421)",
COLORADO,2017,46,,-,1,,7,,44,,20,,,-,0,,2,,14,,22,,"COLORADO
(38.841772, -106.132562)",
DELAWARE,2017,46,,-,0,,1,,3,,1,,,-,0,,2,,9,,2,,"DELAWARE
(39.008676, -75.574561)",
FLORIDA,2017,46,,-,4,,11,,213,,96,,,-,12,,19,,512,,485,,"FLORIDA
(28.915325, -81.922409)",
IOWA,2017,46,,-,0,,2,,7,,13,,,-,0,,2,,12,,9,,"IOWA
(42.46942, -93.815856)",
ALASKA,2017,46,,-,0,,1,,,-,1,,,-,0,,2,,6,,6,,"ALASKA
(64.836661, -147.738891)",
W.N. CENTRAL,2017,46,1,,1,,3,,52,,67,,1,,2,,5,,78,,91,,,
RHODE ISLAND,2017,46,,-,0,,1,,2,,3,,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
MOUNTAIN,2017,46,2,,4,,12,,210,,86,,,-,1,,4,,74,,66,,,
GEORGIA,2017,46,1,,1,,5,,46,,35,,,-,2,,7,,100,,88,,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2017,46,,-,0,,1,,3,,3,,,-,0,,1,,3,,1,,"MONTANA
(47.062617, -109.430168)",
KENTUCKY,2017,46,,-,0,,3,,22,,7,,1,,4,,12,,190,,173,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2017,46,,-,0,,2,,26,,11,,,-,0,,2,,11,,19,,"MINNESOTA
(46.357661, -94.793397)",
CALIFORNIA,2017,46,,-,12,,39,,741,,203,,,-,2,,8,,91,,108,,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2017,46,,-,0,,2,,12,,7,,,-,0,,3,,19,,8,,"WISCONSIN
(44.395526, -89.834513)",
HAWAII,2017,46,,-,0,,1,,6,,283,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WASHINGTON,2017,46,2,,0,,31,,17,,,-,3,,0,,45,,32,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW MEXICO,2017,46,,-,0,,1,,2,,4,,,-,0,,0,,,-,1,,"NEW MEXICO
(34.520396, -106.244402)",
OREGON,2017,46,1,,0,,4,,31,,14,,,-,0,,3,,18,,15,,"OREGON
(44.567912, -120.156945)",
NEW YORK CITY,2017,46,4,,2,,7,,109,,43,,2,,1,,4,,43,,56,,,
ILLINOIS,2017,46,,-,1,,3,,53,,60,,,-,0,,2,,20,,33,,"ILLINOIS
(40.477092, -88.993221)",
PACIFIC,2017,46,3,,14,,44,,795,,501,,3,,3,,47,,147,,129,,,
IDAHO,2017,47,,-,0,,2,,5,,7,,,-,0,,2,,8,,6,,"IDAHO
(43.680635, -114.364237)",
MASSACHUSETTS,2017,47,,-,1,,3,,39,,60,,,-,0,,3,,29,,30,,"MASSACHUSETTS
(42.268546, -72.085064)",
PENNSYLVANIA,2017,47,,-,1,,5,,57,,57,,,-,1,,4,,57,,40,,"PENNSYLVANIA
(40.789676, -77.858055)",
ARIZONA,2017,47,,-,1,,5,,53,,31,,,-,0,,2,,23,,12,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2017,47,,-,0,,1,,3,,3,,,-,0,,1,,3,,1,,"MONTANA
(47.062617, -109.430168)",
NEBRASKA,2017,47,,-,0,,1,,3,,21,,,-,0,,2,,6,,6,,"NEBRASKA
(41.640503, -99.367122)",
OREGON,2017,47,,-,0,,4,,32,,14,,,-,0,,3,,19,,15,,"OREGON
(44.567912, -120.156945)",
AMER. SAMOA,2017,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2017,47,3,,1,,5,,58,,35,,2,,10,,19,,475,,440,,,
LOUISIANA,2017,47,,-,0,,1,,4,,12,,,-,1,,7,,62,,42,,"LOUISIANA
(31.2931, -92.463284)",
WISCONSIN,2017,47,,-,0,,2,,13,,7,,,-,0,,3,,19,,8,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2017,47,,-,0,,2,,6,,13,,,-,4,,13,,168,,244,,"WEST VIRGINIA
(38.668501, -80.709421)",
E.N. CENTRAL,2017,47,,-,9,,31,,570,,210,,,-,10,,27,,505,,489,,,
ARKANSAS,2017,47,,-,0,,1,,7,,12,,,-,1,,3,,38,,44,,"ARKANSAS
(34.748745, -92.275105)",
DIST. OF COL.,2017,47,,-,0,,3,,1,,1,,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ALASKA,2017,47,,-,0,,1,,,-,1,,,-,0,,2,,6,,6,,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2017,47,,-,1,,4,,53,,72,,,-,1,,4,,33,,52,,"NEW JERSEY
(40.104655, -74.386686)",
NEW ENGLAND,2017,47,,-,1,,4,,65,,95,,,-,2,,7,,105,,81,,,
MID. ATLANTIC,2017,47,1,,5,,13,,292,,221,,1,,3,,11,,156,,184,,,
INDIANA,2017,47,,-,0,,2,,15,,17,,,-,4,,10,,179,,139,,"INDIANA
(39.76845, -86.156212)",
SOUTH CAROLINA,2017,47,,-,0,,4,,11,,18,,,-,0,,4,,7,,26,,"SOUTH CAROLINA
(34.009286, -81.037094)",
C.N.M.I.,2017,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MISSISSIPPI,2017,47,,-,0,,1,,2,,2,,1,,1,,3,,39,,29,,"MISSISSIPPI
(32.738663, -89.537312)",
PUERTO RICO,2017,47,,-,0,,1,,2,,19,,,-,0,,1,,1,,13,,"PUERTO RICO
(18.215692, -66.414655)",
NEW HAMPSHIRE,2017,47,,-,0,,1,,4,,6,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
FLORIDA,2017,47,,-,4,,11,,213,,99,,,-,12,,19,,512,,495,,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2017,47,1,,0,,1,,5,,1,,,-,0,,2,,9,,2,,"DELAWARE
(39.008676, -75.574561)",
COLORADO,2017,47,,-,1,,7,,62,,20,,,-,1,,3,,30,,23,,"COLORADO
(38.841772, -106.132562)",
GUAM,2017,47,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VIRGIN ISL.,2017,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW YORK,2017,47,1,,1,,6,,73,,49,,,-,0,,4,,22,,35,,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2017,47,,-,2,,8,,104,,126,,,-,2,,17,,83,,129,,"TEXAS
(31.827233, -99.423022)",
VIRGINIA,2017,47,3,,0,,4,,34,,185,,,-,1,,5,,56,,50,,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2017,47,,-,0,,2,,26,,11,,,-,0,,2,,11,,19,,"MINNESOTA
(46.357661, -94.793397)",
ALABAMA,2017,47,,-,0,,3,,19,,18,,,-,1,,5,,69,,54,,"ALABAMA
(32.839182, -86.631125)",
MISSOURI,2017,47,,-,0,,2,,10,,15,,,-,1,,2,,29,,36,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2017,47,,-,0,,2,,14,,14,,,-,0,,1,,7,,7,,"CONNECTICUT
(41.544654, -72.651713)",
UTAH,2017,47,,-,1,,11,,93,,10,,,-,0,,2,,11,,4,,"UTAH
(39.359772, -111.584173)",
